dataset,p,mode,replication,status,coordinate,coordinate_name,estimate,objective,seconds,hit_trust_boundary
dry_bean_dermason_seker,2,local,3,success,5,component_1_normal_coordinate_4,0.6584347229697284,-4.539418072325009,0.21697065099942847,False
dry_bean_dermason_seker,2,local,3,success,6,component_2_student_t_coordinate_0,-1.7848395666910704,-4.539418072325009,0.2169745649998731,False
dry_bean_dermason_seker,2,local,3,success,7,component_2_student_t_coordinate_1,0.31649549481626543,-4.539418072325009,0.21697838499949285,False
dry_bean_dermason_seker,2,local,3,success,8,component_2_student_t_coordinate_2,0.4579355793892273,-4.539418072325009,0.21698213099989516,False
dry_bean_dermason_seker,2,local,3,success,9,component_2_student_t_coordinate_3,0.738694544383888,-4.539418072325009,0.21698632499919768,False
dry_bean_dermason_seker,2,local,3,success,10,component_2_student_t_coordinate_4,0.6296038849794662,-4.539418072325009,0.216990239999177,False
dry_bean_dermason_seker,2,local,3,success,11,component_2_student_t_coordinate_5,2.8785506324520003,-4.539418072325009,0.2169941629999812,False
dry_bean_dermason_seker,2,local,4,success,0,weight_logit_1_vs_2,-0.6743573625718197,-4.521647528745722,0.19475487399995473,False
dry_bean_dermason_seker,2,local,4,success,1,component_1_normal_coordinate_0,3.3181754010584195,-4.521647528745722,0.1947621440003786,False
dry_bean_dermason_seker,2,local,4,success,2,component_1_normal_coordinate_1,-0.6829546450915966,-4.521647528745722,0.1947669040000619,False
dry_bean_dermason_seker,2,local,4,success,3,component_1_normal_coordinate_2,0.15691026066707614,-4.521647528745722,0.19477116699999897,False
dry_bean_dermason_seker,2,local,4,success,4,component_1_normal_coordinate_3,0.7254456573799172,-4.521647528745722,0.1947753679996822,False
dry_bean_dermason_seker,2,local,4,success,5,component_1_normal_coordinate_4,0.6450963372308609,-4.521647528745722,0.19478052799968282,False
dry_bean_dermason_seker,2,local,4,success,6,component_2_student_t_coordinate_0,-1.721459889772754,-4.521647528745722,0.19478472399987368,False
dry_bean_dermason_seker,2,local,4,success,7,component_2_student_t_coordinate_1,0.28153095603454886,-4.521647528745722,0.1947888040003818,False
dry_bean_dermason_seker,2,local,4,success,8,component_2_student_t_coordinate_2,0.49148004790999616,-4.521647528745722,0.19479304600008618,False
dry_bean_dermason_seker,2,local,4,success,9,component_2_student_t_coordinate_3,0.7724557840568333,-4.521647528745722,0.19479725800010783,False
dry_bean_dermason_seker,2,local,4,success,10,component_2_student_t_coordinate_4,0.6048270087843589,-4.521647528745722,0.1948013669998545,False
dry_bean_dermason_seker,2,local,4,success,11,component_2_student_t_coordinate_5,3.256487449408683,-4.521647528745722,0.19480555999962235,False
dry_bean_dermason_seker,2,local,5,success,0,weight_logit_1_vs_2,-0.6108801119084858,-4.563250934023787,0.187920084000325,False
dry_bean_dermason_seker,2,local,5,success,1,component_1_normal_coordinate_0,3.348844163990435,-4.563250934023787,0.1879275930004951,False
dry_bean_dermason_seker,2,local,5,success,2,component_1_normal_coordinate_1,-0.5630572988063393,-4.563250934023787,0.18793249600003037,False
dry_bean_dermason_seker,2,local,5,success,3,component_1_normal_coordinate_2,0.19218012495575845,-4.563250934023787,0.18793694700070773,False
dry_bean_dermason_seker,2,local,5,success,4,component_1_normal_coordinate_3,0.715342564816827,-4.563250934023787,0.187945428000603,False
dry_bean_dermason_seker,2,local,5,success,5,component_1_normal_coordinate_4,0.6584883614604923,-4.563250934023787,0.1879504620001171,False
dry_bean_dermason_seker,2,local,5,success,6,component_2_student_t_coordinate_0,-1.7783255202628303,-4.563250934023787,0.18795482800032914,False
dry_bean_dermason_seker,2,local,5,success,7,component_2_student_t_coordinate_1,0.3345644595267669,-4.563250934023787,0.18795897800009698,False
dry_bean_dermason_seker,2,local,5,success,8,component_2_student_t_coordinate_2,0.4723927248501854,-4.563250934023787,0.18796308700075315,False
dry_bean_dermason_seker,2,local,5,success,9,component_2_student_t_coordinate_3,0.7380494815131917,-4.563250934023787,0.1879673150006056,False
dry_bean_dermason_seker,2,local,5,success,10,component_2_student_t_coordinate_4,0.6328592893704027,-4.563250934023787,0.18797148300018307,False
dry_bean_dermason_seker,2,local,5,success,11,component_2_student_t_coordinate_5,2.9553830981625184,-4.563250934023787,0.18797620000077586,False
dry_bean_dermason_seker,2,local,6,success,0,weight_logit_1_vs_2,-0.6850097396113984,-4.569315442667582,0.20351312799994048,False
dry_bean_dermason_seker,2,local,6,success,1,component_1_normal_coordinate_0,3.3783336343672685,-4.569315442667582,0.20352027199987788,False
dry_bean_dermason_seker,2,local,6,success,2,component_1_normal_coordinate_1,-0.5643726374336653,-4.569315442667582,0.20352505699975154,False
dry_bean_dermason_seker,2,local,6,success,3,component_1_normal_coordinate_2,0.1581824205200608,-4.569315442667582,0.20352968699990015,False
dry_bean_dermason_seker,2,local,6,success,4,component_1_normal_coordinate_3,0.6408387664368456,-4.569315442667582,0.2035338910000064,False
dry_bean_dermason_seker,2,local,6,success,5,component_1_normal_coordinate_4,0.6648796914277857,-4.569315442667582,0.20353927099949942,False
dry_bean_dermason_seker,2,local,6,success,6,component_2_student_t_coordinate_0,-1.7351290562208264,-4.569315442667582,0.2035435130001133,False
dry_bean_dermason_seker,2,local,6,success,7,component_2_student_t_coordinate_1,0.27231852687914204,-4.569315442667582,0.20354772199971194,False
dry_bean_dermason_seker,2,local,6,success,8,component_2_student_t_coordinate_2,0.4954507649318786,-4.569315442667582,0.20355186899996625,False
dry_bean_dermason_seker,2,local,6,success,9,component_2_student_t_coordinate_3,0.7379951447585263,-4.569315442667582,0.2035561239999879,False
dry_bean_dermason_seker,2,local,6,success,10,component_2_student_t_coordinate_4,0.6403778694391703,-4.569315442667582,0.20356033999996725,False
dry_bean_dermason_seker,2,local,6,success,11,component_2_student_t_coordinate_5,2.955916642324328,-4.569315442667582,0.2035644930001581,False
dry_bean_dermason_seker,2,local,7,success,0,weight_logit_1_vs_2,-0.6320040319447998,-4.533003119729611,0.29715284099984274,False
dry_bean_dermason_seker,2,local,7,success,1,component_1_normal_coordinate_0,3.3375790163726546,-4.533003119729611,0.2971598639996955,False
dry_bean_dermason_seker,2,local,7,success,2,component_1_normal_coordinate_1,-0.6571094412226811,-4.533003119729611,0.29716447699956916,False
dry_bean_dermason_seker,2,local,7,success,3,component_1_normal_coordinate_2,0.13113197419898584,-4.533003119729611,0.2971685980000984,False
dry_bean_dermason_seker,2,local,7,success,4,component_1_normal_coordinate_3,0.6549291264436913,-4.533003119729611,0.29717280400018353,False
dry_bean_dermason_seker,2,local,7,success,5,component_1_normal_coordinate_4,0.6280479867327549,-4.533003119729611,0.2971770109998033,False
dry_bean_dermason_seker,2,local,7,success,6,component_2_student_t_coordinate_0,-1.8025772080819635,-4.533003119729611,0.2971810879998884,False
dry_bean_dermason_seker,2,local,7,success,7,component_2_student_t_coordinate_1,0.32142615866034624,-4.533003119729611,0.2971855499999947,False
dry_bean_dermason_seker,2,local,7,success,8,component_2_student_t_coordinate_2,0.4917217389258104,-4.533003119729611,0.29718963199957216,False
dry_bean_dermason_seker,2,local,7,success,9,component_2_student_t_coordinate_3,0.7028485622609479,-4.533003119729611,0.2971947599999112,False
dry_bean_dermason_seker,2,local,7,success,10,component_2_student_t_coordinate_4,0.6280256140762538,-4.533003119729611,0.2971989449997636,False
dry_bean_dermason_seker,2,local,7,success,11,component_2_student_t_coordinate_5,3.081204234065875,-4.533003119729611,0.29720313100006024,False
dry_bean_dermason_seker,2,local,8,success,0,weight_logit_1_vs_2,-0.6864553483757391,-4.525600556368547,0.255578489999607,False
dry_bean_dermason_seker,2,local,8,success,1,component_1_normal_coordinate_0,3.366035576621515,-4.525600556368547,0.25558531599926937,False
dry_bean_dermason_seker,2,local,8,success,2,component_1_normal_coordinate_1,-0.682284840716343,-4.525600556368547,0.25558973799979867,False
dry_bean_dermason_seker,2,local,8,success,3,component_1_normal_coordinate_2,0.17171589234033283,-4.525600556368547,0.2555939320000107,False
dry_bean_dermason_seker,2,local,8,success,4,component_1_normal_coordinate_3,0.6749135737353942,-4.525600556368547,0.25559811199946125,False
dry_bean_dermason_seker,2,local,8,success,5,component_1_normal_coordinate_4,0.6213059458079756,-4.525600556368547,0.25560219199996936,False
dry_bean_dermason_seker,2,local,8,success,6,component_2_student_t_coordinate_0,-1.7557641850178602,-4.525600556368547,0.255606546999843,False
dry_bean_dermason_seker,2,local,8,success,7,component_2_student_t_coordinate_1,0.3226033903920806,-4.525600556368547,0.25561053499950503,False
dry_bean_dermason_seker,2,local,8,success,8,component_2_student_t_coordinate_2,0.4850918693936645,-4.525600556368547,0.25561453299997083,False
dry_bean_dermason_seker,2,local,8,success,9,component_2_student_t_coordinate_3,0.7962934854843731,-4.525600556368547,0.25561903699963295,False
dry_bean_dermason_seker,2,local,8,success,10,component_2_student_t_coordinate_4,0.6155977556470393,-4.525600556368547,0.25562319599976036,False
dry_bean_dermason_seker,2,local,8,success,11,component_2_student_t_coordinate_5,3.1501317038872165,-4.525600556368547,0.2556276979994436,False
