scenario,n,coordinate,coordinate_name,replications,mean_root_n_error,sd_root_n_error,skewness,excess_kurtosis,ks_distance,q010,q025,q050,q100,q250,q500,q750,q900,q950,q975,q990
nt_p10_moderate_balanced,1000,125.0,component_2_student_t_coordinate_59,500,-0.1317654767560027,1.6774746811407077,0.21029689021264739,0.08631040279871804,0.0266734712433655,-2.179822550275198,-1.8929065822912334,-1.5857932364706595,-1.2852431696570352,-0.6723749080975436,-0.00038436443116835096,0.6164051034933823,1.2140246417781553,1.8032562132874659,2.1973730062348604,2.4827329331588714
nt_p10_moderate_balanced,1000,126.0,component_2_student_t_coordinate_60,500,-0.008610756800005092,1.766450117372607,-0.028819120440533294,-0.20093880834604105,0.016171839360285323,-2.3625151048225392,-2.008719635879325,-1.5983653409779988,-1.3342016018849865,-0.6983027732926396,-0.008415601022129474,0.6728788686921479,1.2610719190072956,1.6224030096310447,1.8725544658483249,2.305263578113363
nt_p10_moderate_balanced,1000,127.0,component_2_student_t_coordinate_61,500,0.010218646301296028,1.7583534270331314,-0.02553418060777301,-0.25458126349287946,0.03358201670347849,-2.4263127019707964,-1.864503330536916,-1.5950191219449137,-1.2878056342333917,-0.7059466991156192,0.018033433923755886,0.7351514735987826,1.2705089181976883,1.7129699266060308,1.9184440379027097,2.1326456616323735
nt_p10_moderate_balanced,1000,128.0,component_2_student_t_coordinate_62,500,0.0942166990255555,1.7127994469398058,0.09186908661302644,-0.13572426458083076,0.030414388066703324,-2.2542432223849995,-1.899691204528353,-1.5512778581814315,-1.2260288076987413,-0.6928307569787506,-0.008035493433871575,0.6784757636206594,1.2875868731662408,1.6734565323125827,1.9764298603488957,2.232076956684217
nt_p10_moderate_balanced,1000,129.0,component_2_student_t_coordinate_63,500,0.06538236596138038,1.6844384121538787,0.18141800036693578,0.7885639784810192,0.018600467920030117,-2.2463925951802404,-1.9932976249185992,-1.5745453187380054,-1.2250385460005462,-0.6628221638046718,0.021550662019196018,0.6375714213403578,1.2272509257308648,1.5856022263873795,1.923591542023021,2.528528540594799
nt_p10_moderate_balanced,1000,130.0,component_2_student_t_coordinate_64,500,-0.4063412228888968,1.459582072764299,1.9686069078783062,19.088030210310013,0.029916353803012802,-2.010441267851353,-1.7275283435434636,-1.532756174760554,-1.1669515101046501,-0.61233217068575,-0.02704141025907735,0.6299460957613717,1.1641222362802797,1.4756818142307948,1.6623015552475275,1.8556611577563105
nt_p10_moderate_balanced,1000,131.0,component_2_student_t_coordinate_65,500,0.6723647357241931,5.042236907778544,1.8842802983954319,18.958634968119537,0.0322281342026669,-2.2266976409735055,-1.7346074991054996,-1.4489846363753038,-1.1915975394822222,-0.6051607148815498,-0.022231055047484682,0.6081005848546505,1.14182105540891,1.4345889675686863,1.723946192713583,1.9540214379502727
nsn_p2_moderate_imbalanced,2000,0.0,weight_logit_1_vs_2,1000,0.48101042883036016,6.2169966972905994,16.54282956910152,333.5247726615094,0.212992033713157,-0.9838602179313654,-0.9097861996464054,-0.7635760271712653,-0.5953550372461331,-0.31260541018859755,-0.03656215880991772,0.2554170466942285,0.5188337429668212,0.6699371658270126,0.7554695488755863,0.8406376354116669
nsn_p2_moderate_imbalanced,2000,1.0,component_1_normal_coordinate_0,1000,0.19718262333531691,7.847038835811976,19.1205245448065,404.43065250313254,0.27319070514285626,-0.7696181577733081,-0.661139714492199,-0.5489890974298656,-0.42008594346100747,-0.25864358599940174,-0.04482024496812351,0.1781026461898536,0.3694615443593177,0.46102519068728626,0.6054291543656611,0.6956311086042997
nsn_p2_moderate_imbalanced,2000,2.0,component_1_normal_coordinate_1,1000,0.025136685694149806,5.593521802699805,17.101625905950556,348.08268183338396,0.22014978981197408,-0.8866593866800013,-0.8219880557234622,-0.6802184697834472,-0.5506876177173924,-0.3187115953522531,-0.0551614033336874,0.2137072547428874,0.49087123456702564,0.6403557715163596,0.8025638490719755,1.0282718108705542
nsn_p2_moderate_imbalanced,2000,3.0,component_1_normal_coordinate_2,1000,-0.16243336730115998,1.8330636482997524,-0.4492807138259891,1.712351197369951,0.024469388039895734,-2.4224158132744065,-1.922462464289054,-1.6165737639221087,-1.2326766406026022,-0.6528301804057732,0.04697593507359916,0.7092911559235406,1.2195995912974331,1.5423324824346225,1.8619601050471852,2.151827737829828
nsn_p2_moderate_imbalanced,2000,4.0,component_1_normal_coordinate_3,1000,-0.023049993457309494,2.3178433880606755,0.021129831052989233,0.05276921438303939,0.02145897657943363,-2.421934185053482,-1.8892621877762288,-1.6377128716725857,-1.2645684794181273,-0.6830004107162715,-0.019810605767513964,0.6564889262763722,1.2942554872108736,1.6284725017481039,2.051237724861059,2.3107600043594605
nsn_p2_moderate_imbalanced,2000,5.0,component_1_normal_coordinate_4,1000,-0.22639301766973657,1.669192343530964,-0.10313316401771896,-0.12529464276374247,0.016186284749112323,-2.4026586216305366,-1.9235180244865555,-1.628672493692765,-1.2810847243021435,-0.6758363346279762,-0.00867063802899846,0.7196498268170646,1.3058009571971267,1.6266530440776354,1.8576047004492697,2.1374637998751416
