scenario,n,method,bandwidth_multiplier,coordinate,coordinate_name,replications,bias,bias_mcse,rmse,empirical_sd,mean_estimated_se,median_estimated_se,se_to_empirical_sd,coverage_95,coverage_mcse,mean_interval_width_95,minimum_curvature_eigenvalue,mean_fit_seconds,mean_boundary_shrinkage_factor,stabilization_frequency,median_minimum_kernel_support,selected_admissible_rate
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,22.0,component_1_normal_coordinate_21,329.0,-0.0008434398041269702,0.002490764392762994,0.045117546166287874,0.045178374125506404,0.047617487656112595,0.044519304444048,1.0539885194591174,0.9452887537993921,0.012537836443107579,0.1866605516119615,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,23.0,component_1_normal_coordinate_22,329.0,-0.001303758352599598,0.0026077934849393996,0.04724714039973463,0.04730108959601665,0.04843227722407698,0.0443981834735887,1.0239146209468204,0.9361702127659575,0.013476935774101941,0.18985452671838188,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,24.0,component_1_normal_coordinate_23,329.0,-0.036796289436305266,0.006235726865494549,0.1187771606233491,0.11310584095883645,0.04720332949273732,0.0439072250961375,0.4173376820558402,0.8632218844984803,0.018943995417413744,0.18503705161153045,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,25.0,component_1_normal_coordinate_24,329.0,-0.0062495966871961815,0.001928490855199835,0.035481188082276786,0.03497965588675667,0.03567716305547169,0.0317603279295638,1.0199403667941482,0.9300911854103343,0.014058234531867405,0.13985447917744917,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,26.0,component_1_normal_coordinate_25,329.0,0.0005305346982968193,0.002491600435439733,0.04512792176100996,0.0451935385661674,0.055818529600209985,0.0446775389363732,1.2350997813213196,0.9452887537993921,0.012537836443107579,0.21880863603282327,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,27.0,component_1_normal_coordinate_26,329.0,0.002689644225592883,0.002668151371094416,0.04839707218909195,0.04839588249174739,0.05020555187816522,0.0444113634785055,1.037393044474939,0.9422492401215805,0.01286067609815973,0.19680576336240782,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,28.0,component_1_normal_coordinate_27,329.0,-0.00027339343717023315,0.002580812513317032,0.04674130211118006,0.046811699096551196,0.0552002612655992,0.0446566419071652,1.179197985352897,0.9452887537993921,0.012537836443107579,0.21638502416114905,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,29.0,component_1_normal_coordinate_28,329.0,0.0008339926265243871,0.0025276819442664137,0.045785863270561576,0.04584799785967623,0.051051872844190084,0.0445958078357905,1.1135027749835662,0.939209726443769,0.013173476183737315,0.2001233415492253,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,30.0,component_1_normal_coordinate_29,329.0,-0.03300451304080207,0.005819659289715575,0.11044520955897867,0.10555905867198062,0.04895591508650835,0.0439797870588357,0.4637774881892075,0.8571428571428571,0.019292105854557588,0.19190718713911284,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,31.0,component_1_normal_coordinate_30,329.0,-0.004791450703146773,0.0018709323145373788,0.03422112175003845,0.03393563851934843,0.034190722172439576,0.0316942087602166,1.007516689363181,0.9240121580547113,0.014608746372736363,0.1340276309159633,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,32.0,component_1_normal_coordinate_31,329.0,0.001798887417569257,0.002600444211117454,0.04713039048368997,0.0471677858426615,0.049971148060265626,0.0448632244558455,1.0594338311099731,0.939209726443769,0.013173476183737315,0.19588690039624135,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,33.0,component_1_normal_coordinate_32,329.0,0.0004097369083449097,0.0026273412058697076,0.04758493709872898,0.04765565313966468,0.0462885884542233,0.0444690401412752,0.9713136932268054,0.9422492401215805,0.01286067609815973,0.1814512667405555,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,34.0,component_1_normal_coordinate_33,329.0,0.0006841869388785357,0.00245817577923475,0.04452471391011359,0.044587270214398476,0.04859986157166474,0.0445242495541647,1.089994102307041,0.9513677811550152,0.01185873360527875,0.19051145736092592,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,35.0,component_1_normal_coordinate_34,329.0,0.0003245165190848637,0.0025285178488681555,0.04579455573451751,0.04586315979588361,0.04742770456283414,0.0447930259665569,1.0341133226300503,0.9422492401215805,0.01286067609815973,0.18591660188630996,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,36.0,component_1_normal_coordinate_35,329.0,-0.006718934598904572,0.002531430479637606,0.04633588341411519,0.04591599013301788,0.04660050662549478,0.0443440864332663,1.014908019853081,0.9422492401215805,0.01286067609815973,0.18267398597193968,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,37.0,component_1_normal_coordinate_36,329.0,-0.02128323241717536,0.006419247619548039,0.11818962180528148,0.11643460593978523,0.046882616068908846,0.0436752238814371,0.4026519065401779,0.8541033434650456,0.01946166227018576,0.18377985499012284,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,38.0,component_1_normal_coordinate_37,329.0,-0.00487083081664207,0.0019551267419866333,0.03574229626333721,0.03546278711422846,0.03571909070539836,0.031696632486457,1.007227395589194,0.9240121580547113,0.014608746372736363,0.14001883556516173,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,39.0,component_1_normal_coordinate_38,329.0,0.003960778799108383,0.0026247631454952318,0.04770120463509319,0.047608891359845355,0.05528085211238334,0.0447513326191016,1.1611455451577417,0.9270516717325228,0.014337112517900352,0.21670094028054288,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,40.0,component_1_normal_coordinate_39,329.0,0.0013233627642508896,0.002356584651136192,0.04270007504091947,0.042744574049958156,0.048668532388355897,0.0447050632456304,1.138589715070597,0.9665653495440729,0.009910967583142142,0.19078064696235525,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,41.0,component_1_normal_coordinate_40,329.0,0.0006280655418269074,0.0023747640754269565,0.04301339226446344,0.04307431894047484,0.05925476615715076,0.0442771878631003,1.3756402333147963,0.9544072948328267,0.011500496936892713,0.2322786833360311,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,42.0,component_1_normal_coordinate_41,329.0,-0.00022142393210837147,0.0026099312310062265,0.04726838358341083,0.04733986479766679,0.051790311538791906,0.0444439699202406,1.0940105503077917,0.9422492401215805,0.01286067609815973,0.20301802123206442,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
nsn_p10_moderate_balanced,1000,corrected_raw,0.75,43.0,component_1_normal_coordinate_42,329.0,-0.003862272596773006,0.0026134974433834725,0.04748976883927043,0.04740455003142811,0.048102865191678536,0.0443673439800504,1.0147309732881646,0.9452887537993921,0.012537836443107579,0.18856323155138002,4.254979919882478e-05,9.275604428505485,1.0,0.0,0.0,1.0
