scenario,n,method,usable_replications,median_absolute_bias,median_se_to_sd,median_coverage,mean_coverage,median_interval_width,stabilization_frequency
nsn_p2_strong_balanced,8000,corrected_stabilized,500.0,0.002551666778933,0.8574895621026148,0.94,0.9406153846153846,0.0899110058179069,0.03
nsn_p2_strong_balanced,8000,naive,500.0,0.002551666778933,0.6268684914230258,0.862,0.8643076923076923,0.0767601707861633,0.0
nt_p2_strong_balanced,8000,corrected_stabilized,500.0,0.00545723685595085,1.0485007966091149,0.923,0.9268333333333333,0.1202395064515483,0.22
nt_p2_strong_balanced,8000,naive,500.0,0.00545723685595085,0.5598716618710942,0.721,0.7231666666666667,0.061470889151411204,0.0
ntsn_p2_moderate_balanced,4000,corrected_stabilized,490.0,0.027580524739974452,0.6663541434634241,0.863265306122449,0.8723469387755103,0.1558382996961939,0.0530612244897959
ntsn_p2_moderate_balanced,4000,naive,490.0,0.027580524739974452,0.3996006565629622,0.8163265306122449,0.8227551020408164,0.12678686592086139,0.0
ntsn_p5_moderate_balanced,4000,corrected_stabilized,464.0,0.0039624866254248,1.0227442771351543,0.9418103448275862,0.9109406693711968,0.13171362207615064,0.2543103448275862
ntsn_p5_moderate_balanced,4000,naive,464.0,0.0039624866254248,0.8642470874247251,0.9051724137931034,0.8746196754563895,0.11279262569131379,0.0
