coordinate_0,coordinate_1,coordinate_2,coordinate_3,coordinate_4,coordinate_5,coordinate_6,coordinate_7,coordinate_8,coordinate_9,coordinate_10,coordinate_11,objective
0.021160789577771677,-1.7655467285531807,-1.7666399319230517,-0.0038675997222410896,0.23104972185138292,-0.03763129100274012,1.7877859956967366,1.7865467587584514,0.030513593982025553,0.15023366134904395,0.020254630901394698,1.592289322200635,-3.678187856709447
0.03372319562295367,-1.7542827874995506,-1.7592966836554662,-0.002431483052722858,0.23227922476001642,-0.035640472169453354,1.787949231553149,1.7949139256953872,0.029354798721785782,0.14499126122740763,0.013419858729572333,1.5823061344894165,-3.675727790734563
0.025041308466402512,-1.7632356907328035,-1.7714650757629384,-0.011381495535456894,0.21871966917547886,-0.019320611673104022,1.79366426611558,1.793705867854751,0.04079310801913179,0.161693769386587,0.02655494325983492,1.6438799024812278,-3.6862683229447017
0.040645594837317,-1.7521308175638637,-1.753383391576824,-0.008092313042673388,0.2328329901880464,-0.03140330705139125,1.7861869533781933,1.787029885086979,0.026857327961380108,0.14511181693055095,0.017385903705462325,1.565162460325905,-3.6767524942495604
0.032602887625008514,-1.7571781894691954,-1.7523357250517184,-0.005081209396547322,0.23140774588804552,-0.033122169489949664,1.7978321067538277,1.7947026126190375,0.03172794507779015,0.14426900828679165,0.023406603535386383,1.605558064406811,-3.679504260415273
0.03016228650432884,-1.7592232648677542,-1.7581835272827537,-0.009311435108097798,0.23234262285941315,-0.039448584367571586,1.7932403754156003,1.7916216312383728,0.025222518464549305,0.14616843459258907,0.027220054091986898,1.5683396294511007,-3.6768478358743515
0.03720429079470111,-1.7604793243981915,-1.760517454921001,-0.011777125100265438,0.23576589261798916,-0.03811403074639078,1.802859458969378,1.8001474149777543,0.03738261200696949,0.16218716259155563,0.02953747879873562,1.5958520350921146,-3.679833484684106
0.03360316162341914,-1.7634975379346782,-1.7618094025041662,-0.00452929628275492,0.23199068790307975,-0.029799329029050654,1.7891825568930722,1.7884885427281296,0.03367402802221992,0.15352784093333685,0.022592592295182082,1.6292096856841924,-3.6795625058161323
0.027161669767904795,-1.759957858191052,-1.7664354640092632,-0.006525502085607899,0.2301681534040223,-0.034736158755409884,1.7919720756604811,1.785862872808027,0.019867992069766523,0.14754034734095342,0.019142070292352775,1.5791625341142128,-3.6732350568679917
0.021120785108274753,-1.7729511686770163,-1.76475779617057,-0.009282705032438337,0.217996867032574,-0.03498985771981755,1.7882312149689945,1.7920921982730147,0.032893866907094935,0.16046951528602235,0.025535453421086058,1.59478065018206,-3.680327292368029
