coordinate_0,coordinate_1,coordinate_2,coordinate_3,coordinate_4,coordinate_5,coordinate_6,coordinate_7,coordinate_8,coordinate_9,coordinate_10,coordinate_11,coordinate_12,objective
-1.5349540847815408,-1.2747190332446192,-1.1421237188787354,-0.17872889943518586,0.1731521785346896,-0.02123196705488258,1.0257211474858345,1.0155184804961364,0.010932251566806385,-0.11771418668747602,-0.007150668281982463,3.016761522484831,-1.9460740594568018,-2.8612046325983918
-1.5251800285807642,-1.2750697348588902,-1.1337242386029895,-0.17369092064836447,0.14742751858902822,-0.016398170024481323,1.0159353479394948,1.0042328438653865,0.018305259577369025,-0.1165241758150421,-0.013718713019488576,3.0070248737500584,-1.9067234304447183,-2.8673904466317666
-1.5436175823076226,-1.2760079788142222,-1.1528865616007784,-0.17912017468816588,0.1510711040882968,0.001920081511622187,1.0324538465684827,1.0303932647730267,0.012928529780287724,-0.12521179034738997,0.0030710207057034473,2.9051201026595166,-1.9334983282064648,-2.8771321819817355
-1.5240902417483935,-1.2563381216460348,-1.1291291451311416,-0.17765783305278673,0.153064812657396,-0.010760796534409069,1.0260722591116742,1.019548740819264,0.014488230458222175,-0.11716133546971667,-0.008179919166872517,3.029498433201679,-1.961186932019806,-2.86738055298286
-1.549281957532832,-1.2731767041328903,-1.135622769612896,-0.1887138924326109,0.1601386308989175,-0.009531684071010387,1.0196485440418905,1.0102715777537008,0.018810111525899547,-0.11252065625200043,-0.0022781373543249387,3.0414259151754988,-1.9665194758439235,-2.8669106662416866
-1.530845587015848,-1.2564865429802752,-1.1369445231069804,-0.17837044766689003,0.148724046316019,-0.021043946443852136,1.0191015804441395,1.0158733258506754,0.020688793897942388,-0.12397435617835156,-0.012508539412072047,2.984145824231802,-1.900778561546972,-2.868096320307354
-1.5414127248370364,-1.2615688328339714,-1.1288782709959153,-0.18464539298092242,0.16552274873510694,-0.016712692713194352,1.0259869566375253,1.025028833298557,0.016002534186216617,-0.12353413758634733,0.0004282188903273564,3.043765297047067,-2.000428289972041,-2.8675373173149774
-1.5247031529550372,-1.263292734873125,-1.1404561174217387,-0.17532381607071026,0.15872290350149268,-0.013215122388210987,1.0282654229815251,1.0245432686099865,0.008702669059300588,-0.12348064608473026,-5.514030270206607e-05,2.981128941719241,-1.953597110986438,-2.871006821471709
-1.536600538270632,-1.2631165053513504,-1.1430707131860431,-0.17832970320298447,0.14416469419248698,-0.01920903963752551,1.0193316512528479,1.0099041037654959,0.01741758804815173,-0.10991909558315693,-0.00793368936851107,2.9943349154670114,-1.9038869938460943,-2.8675271202059567
-1.5224569902875542,-1.2656391784677545,-1.1298488296138491,-0.1805325759887245,0.15378633777124387,-0.022039392184706994,1.0227851310422293,0.999723075929976,0.017622876167886548,-0.11776954598164209,-0.013957544859164487,3.006002474888636,-1.8680283786466243,-2.866054735507129
