scenario,n,replication,status,method,bandwidth_multiplier,coordinate,coordinate_name,estimate,target,target_mcse,error,squared_error,estimated_se,coverage_95,interval_width_95,curvature_min_eigenvalue,fit_seconds,fit_initialization,fit_classification_objective,fit_objective_gap,fit_admissible_candidates,fit_total_candidates,fit_selected_admissible,fit_minimum_weight,minimum_kernel_support,bandwidth_diagnostics,boundary_shrinkage_factor,raw_generalized_boundary_eigenvalue,error_message
ntsn_p2_moderate_balanced,4000,490,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,32.19330918707419,kmeans,-3.862709145325201,6.147934754130446e-05,12.0,12.0,True,0.29225,,,1.0,2.268686153632084,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.079722.
ntsn_p2_moderate_balanced,4000,490,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,32.19330918707419,kmeans,-3.862709145325201,6.147934754130446e-05,12.0,12.0,True,0.29225,,,1.0,2.016827430630964,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.040392.
ntsn_p2_moderate_balanced,4000,491,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,33.36866911803372,kmeans,-3.8641100170245912,0.0001343897921075,12.0,12.0,True,0.2945,,,1.0,1.3875328886071796,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00315385.
ntsn_p2_moderate_balanced,4000,491,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,33.36866911803372,kmeans,-3.8641100170245912,0.0001343897921075,12.0,12.0,True,0.2945,,,1.0,1.419477885810247,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00351829.
ntsn_p5_moderate_balanced,4000,3,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,36.162098648026586,kmeans,-8.289601674794927,0.0028722569770565,7.0,12.0,True,0.296,,,1.0,1.277236762703755,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00521238.
ntsn_p5_moderate_balanced,4000,3,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,36.162098648026586,kmeans,-8.289601674794927,0.0028722569770565,7.0,12.0,True,0.296,,,1.0,1.1827864873931233,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00241633.
ntsn_p5_moderate_balanced,4000,3,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,36.162098648026586,kmeans,-8.289601674794927,0.0028722569770565,7.0,12.0,True,0.296,,,1.0,1.0982700862568424,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00111697.
ntsn_p5_moderate_balanced,4000,5,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,40.96512846800033,kmeans,-8.316420148769865,0.0011480598338202,12.0,12.0,True,0.301,,,1.0,1.126084590219543,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0381189.
ntsn_p5_moderate_balanced,4000,9,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,39.11703104805201,kmeans,-8.275387469754827,0.0007599969766118,12.0,12.0,True,0.29675,,,1.0,1.0182212961102972,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000629777.
ntsn_p5_moderate_balanced,4000,11,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,38.38385472691152,kmeans,-8.290977949801709,0.000702018290335,12.0,12.0,True,0.29225,,,1.0,1.209106926528303,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00116877.
ntsn_p5_moderate_balanced,4000,11,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,38.38385472691152,kmeans,-8.290977949801709,0.000702018290335,12.0,12.0,True,0.29225,,,1.0,1.1775436363983367,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00102996.
ntsn_p5_moderate_balanced,4000,11,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,38.38385472691152,kmeans,-8.290977949801709,0.000702018290335,12.0,12.0,True,0.29225,,,1.0,1.119717570436773,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000738842.
ntsn_p5_moderate_balanced,4000,17,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,37.373818974010646,kmeans,-8.314070917545205,0.0049667678173879,12.0,12.0,True,0.304,,,1.0,1.016279235946758,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000181262.
ntsn_p5_moderate_balanced,4000,19,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,39.761585730011575,kmeans,-8.338199932613007,0.0023037764367206,12.0,12.0,True,0.294,,,1.0,1.575690603906024,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.157349.
ntsn_p5_moderate_balanced,4000,19,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,39.761585730011575,kmeans,-8.338199932613007,0.0023037764367206,12.0,12.0,True,0.294,,,1.0,1.2587685085380755,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0519241.
ntsn_p5_moderate_balanced,4000,21,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,38.06105487595778,gmm,-8.291929398330694,7.087840809383295e-05,7.0,12.0,True,0.28675,,,1.0,1.0078054104231269,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00185317.
ntsn_p5_moderate_balanced,4000,24,fit_or_naive_failed,fit,,,,,,,,,,,,,37.58253014902584,,,,,,,,,,,,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00121391.
ntsn_p5_moderate_balanced,4000,26,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,37.623617044999264,gmm,-8.279183041309992,4.455285794158215e-05,11.0,11.0,True,0.30225,,,1.0,1.0444004620389271,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000976361.
ntsn_p5_moderate_balanced,4000,31,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,35.366855474887416,kmeans,-8.287001679761218,2.164421989192533e-06,12.0,12.0,True,0.297,,,1.0,1.0332094467458512,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000244204.
ntsn_p5_moderate_balanced,4000,32,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,40.06991206889506,kmeans,-8.289287676003768,0.0003367875939321,12.0,12.0,True,0.2965,,,1.0,1.1400086378106278,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000679094.
ntsn_p5_moderate_balanced,4000,36,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,38.07896308694035,kmeans,-8.289815733212583,0.0043669874811644,11.0,12.0,True,0.3025,,,1.0,1.0124294338791964,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00071321.
ntsn_p5_moderate_balanced,4000,37,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,35.94785215705633,kmeans,-8.247132417558275,0.0024334965288215,12.0,12.0,True,0.2995,,,1.0,1.282792658107832,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.078641.
ntsn_p5_moderate_balanced,4000,37,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,35.94785215705633,kmeans,-8.247132417558275,0.0024334965288215,12.0,12.0,True,0.2995,,,1.0,1.143802214558495,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.01435.
ntsn_p5_moderate_balanced,4000,39,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,36.984756457968615,kmeans,-8.272800967211817,0.0040855245755562,3.0,12.0,True,0.2975,,,1.0,1.1119400687602257,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0286604.
ntsn_p5_moderate_balanced,4000,42,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,40.56508492399007,gmm,-8.326724287124147,0.0,12.0,12.0,True,0.2875,,,1.0,1.1395856799973902,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0373798.
ntsn_p5_moderate_balanced,4000,43,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,39.07021797902416,kmeans,-8.26583525067184,0.0059726575893463,12.0,12.0,True,0.30625,,,1.0,2.3621237093152008,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0429499.
ntsn_p5_moderate_balanced,4000,43,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,39.07021797902416,kmeans,-8.26583525067184,0.0059726575893463,12.0,12.0,True,0.30625,,,1.0,2.56270117210303,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0592463.
ntsn_p5_moderate_balanced,4000,45,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,27.889060415909626,gmm,-8.29901903911536,0.0,12.0,12.0,True,0.2905,,,1.0,1.197834694596312,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0744543.
ntsn_p5_moderate_balanced,4000,45,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,27.889060415909626,gmm,-8.29901903911536,0.0,12.0,12.0,True,0.2905,,,1.0,1.084432186230198,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0279609.
ntsn_p5_moderate_balanced,4000,46,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,29.778849018039185,kmeans,-8.23905170423675,0.0016886252827958,12.0,12.0,True,0.31175,,,1.0,1.1936895764957376,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0584345.
ntsn_p5_moderate_balanced,4000,50,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,32.24252012500074,kmeans,-8.343020553715933,3.937843953139009e-06,12.0,12.0,True,0.29525,,,1.0,1.61927407439828,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0119001.
ntsn_p5_moderate_balanced,4000,50,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,32.24252012500074,kmeans,-8.343020553715933,3.937843953139009e-06,12.0,12.0,True,0.29525,,,1.0,1.2957814512342356,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00283536.
ntsn_p5_moderate_balanced,4000,56,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,28.60382103908341,gmm,-8.276192963452354,0.0,10.0,12.0,True,0.29125,,,1.0,1.0799855192118846,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00623356.
ntsn_p5_moderate_balanced,4000,57,fit_or_naive_failed,fit,,,,,,,,,,,,,27.500163901015185,,,,,,,,,,,,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00067673.
ntsn_p5_moderate_balanced,4000,59,fit_or_naive_failed,fit,,,,,,,,,,,,,27.261323370970786,,,,,,,,,,,,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00487829.
ntsn_p5_moderate_balanced,4000,72,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,29.80753752903547,kmeans,-8.314622841250882,0.0036850704919739,12.0,12.0,True,0.29825,,,1.0,1.1295290202246084,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00194103.
ntsn_p5_moderate_balanced,4000,72,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,29.80753752903547,kmeans,-8.314622841250882,0.0036850704919739,12.0,12.0,True,0.29825,,,1.0,1.006219532001251,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-7.94261e-05.
ntsn_p5_moderate_balanced,4000,73,fit_or_naive_failed,fit,,,,,,,,,,,,,31.671752861933783,,,,,,,,,,,,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.004044.
ntsn_p5_moderate_balanced,4000,76,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,28.6860860689776,kmeans,-8.288140173971486,0.0055233492333819,7.0,12.0,True,0.3035,,,1.0,1.4368073803587902,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.138434.
ntsn_p5_moderate_balanced,4000,76,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,28.6860860689776,kmeans,-8.288140173971486,0.0055233492333819,7.0,12.0,True,0.3035,,,1.0,1.3635825431928563,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.11191.
ntsn_p5_moderate_balanced,4000,76,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,28.6860860689776,kmeans,-8.288140173971486,0.0055233492333819,7.0,12.0,True,0.3035,,,1.0,1.179027905509067,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0535614.
ntsn_p5_moderate_balanced,4000,79,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,26.95379190100357,kmeans,-8.301169097181369,0.0034938022151393,12.0,12.0,True,0.2995,,,1.0,1.5273226542081075,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0875485.
ntsn_p5_moderate_balanced,4000,79,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,26.95379190100357,kmeans,-8.301169097181369,0.0034938022151393,12.0,12.0,True,0.2995,,,1.0,1.8181746633960705,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.151953.
ntsn_p5_moderate_balanced,4000,79,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,26.95379190100357,kmeans,-8.301169097181369,0.0034938022151393,12.0,12.0,True,0.2995,,,1.0,1.5467808218572845,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0738293.
ntsn_p5_moderate_balanced,4000,85,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,27.983927457942627,gmm,-8.304468964354532,0.0,12.0,12.0,True,0.2955,,,1.0,1.00667546901421,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0018381.
ntsn_p5_moderate_balanced,4000,88,fit_or_naive_failed,fit,,,,,,,,,,,,,31.71969108504709,,,,,,,,,,,,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00278404.
ntsn_p5_moderate_balanced,4000,90,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,29.14592274604365,kmeans,-8.291577488712857,0.0049575850221845,9.0,12.0,True,0.31225,,,1.0,1.244935345713427,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0700058.
ntsn_p5_moderate_balanced,4000,91,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,30.67208939907141,kmeans,-8.307115117609285,0.0012528081603111,11.0,12.0,True,0.28225,,,1.0,1.412370411857883,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.125139.
ntsn_p5_moderate_balanced,4000,91,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,30.67208939907141,kmeans,-8.307115117609285,0.0012528081603111,11.0,12.0,True,0.28225,,,1.0,1.1081317063070282,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0271383.
ntsn_p5_moderate_balanced,4000,96,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,29.437059162999503,gmm,-8.276083821047214,6.839440574779587e-06,12.0,12.0,True,0.29425,,,1.0,1.305717897760283,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0026194.
ntsn_p5_moderate_balanced,4000,98,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,27.73396891495213,gmm,-8.267626018544735,0.0,10.0,11.0,True,0.30275,,,1.0,1.364429768089646,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.043528.
ntsn_p5_moderate_balanced,4000,98,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,27.73396891495213,gmm,-8.267626018544735,0.0,10.0,11.0,True,0.30275,,,1.0,1.0497591669742916,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00148644.
ntsn_p5_moderate_balanced,4000,99,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,31.00704617309384,kmeans,-8.298767897822028,0.0012366646715484,12.0,12.0,True,0.30075,,,1.0,1.1262568371615376,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00141142.
ntsn_p5_moderate_balanced,4000,100,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,34.39888584299479,kmeans,-8.277795313018247,0.0006305520462728,12.0,12.0,True,0.29175,,,1.0,1.7029975355925182,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00473657.
ntsn_p5_moderate_balanced,4000,100,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,34.39888584299479,kmeans,-8.277795313018247,0.0006305520462728,12.0,12.0,True,0.29175,,,1.0,1.401026056805366,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0013378.
ntsn_p5_moderate_balanced,4000,100,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,34.39888584299479,kmeans,-8.277795313018247,0.0006305520462728,12.0,12.0,True,0.29175,,,1.0,1.028483768779848,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-5.15221e-05.
ntsn_p5_moderate_balanced,4000,102,fit_or_naive_failed,fit,,,,,,,,,,,,,27.366754014045,,,,,,,,,,,,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-3.74384e-05.
ntsn_p5_moderate_balanced,4000,105,fit_or_naive_failed,fit,,,,,,,,,,,,,28.92366167390719,,,,,,,,,,,,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00408125.
ntsn_p5_moderate_balanced,4000,109,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,29.132671865052544,kmeans,-8.344336686855883,0.0015132130799511,10.0,12.0,True,0.296,,,1.0,1.7284099765648442,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.141135.
ntsn_p5_moderate_balanced,4000,109,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,29.132671865052544,kmeans,-8.344336686855883,0.0015132130799511,10.0,12.0,True,0.296,,,1.0,1.3440083155763634,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0502358.
ntsn_p5_moderate_balanced,4000,113,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,29.372095011989583,kmeans,-8.28423443260903,0.004650721195496,11.0,12.0,True,0.308,,,1.0,1.1152942105553911,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00243665.
ntsn_p5_moderate_balanced,4000,118,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,30.754300214000978,kmeans,-8.303813838189354,0.0003213584186436,12.0,12.0,True,0.2985,,,1.0,1.257274648285159,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0646815.
ntsn_p5_moderate_balanced,4000,118,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,30.754300214000978,kmeans,-8.303813838189354,0.0003213584186436,12.0,12.0,True,0.2985,,,1.0,1.1804955552265706,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0437762.
ntsn_p5_moderate_balanced,4000,122,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,27.167018514010124,gmm,-8.247147669302286,0.0,9.0,12.0,True,0.30225,,,1.0,1.0357989021574685,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0113838.
ntsn_p5_moderate_balanced,4000,124,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,28.766030592960306,kmeans,-8.3248229449756,0.0076331767864932,10.0,12.0,True,0.2935,,,1.0,1.1100980119229062,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00121576.
ntsn_p5_moderate_balanced,4000,125,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,46.04788596392609,kmeans,-8.343162181392188,0.0015177561787673,10.0,11.0,True,0.28875,,,1.0,1.077851657073354,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0303463.
ntsn_p5_moderate_balanced,4000,127,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,27.610327699920163,kmeans,-8.33771697003204,2.179582993200313e-05,10.0,12.0,True,0.29175,,,1.0,1.132026748789534,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00088475.
ntsn_p5_moderate_balanced,4000,127,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,27.610327699920163,kmeans,-8.33771697003204,2.179582993200313e-05,10.0,12.0,True,0.29175,,,1.0,1.0595767206456672,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000304817.
ntsn_p5_moderate_balanced,4000,129,fit_or_naive_failed,fit,,,,,,,,,,,,,29.225566681008782,,,,,,,,,,,,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000163297.
ntsn_p5_moderate_balanced,4000,130,fit_or_naive_failed,fit,,,,,,,,,,,,,29.544667663984,,,,,,,,,,,,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000233722.
ntsn_p5_moderate_balanced,4000,132,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,27.411230045952838,kmeans,-8.291825947103476,0.0005636271230429,11.0,11.0,True,0.30225,,,1.0,2.953845478957009,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00736563.
ntsn_p5_moderate_balanced,4000,132,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,27.411230045952838,kmeans,-8.291825947103476,0.0005636271230429,11.0,11.0,True,0.30225,,,1.0,2.467334065564057,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00389189.
ntsn_p5_moderate_balanced,4000,132,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,27.411230045952838,kmeans,-8.291825947103476,0.0005636271230429,11.0,11.0,True,0.30225,,,1.0,1.87865976136495,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00164141.
ntsn_p5_moderate_balanced,4000,140,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,31.356890646973625,kmeans,-8.272873553839485,0.0060291833781729,11.0,12.0,True,0.29875,,,1.0,1.098302016405778,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0284342.
ntsn_p5_moderate_balanced,4000,141,fit_or_naive_failed,fit,,,,,,,,,,,,,28.71401674102526,,,,,,,,,,,,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000458276.
ntsn_p5_moderate_balanced,4000,142,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,29.909664730075747,gmm,-8.29387806418688,0.0,12.0,12.0,True,0.297,,,1.0,1.0503321646620574,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0096706.
ntsn_p5_moderate_balanced,4000,147,fit_or_naive_failed,fit,,,,,,,,,,,,,29.08277914498467,,,,,,,,,,,,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000110816.
ntsn_p5_moderate_balanced,4000,150,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,34.346763965906575,kmeans,-8.310555104209586,4.029791254467341e-06,12.0,12.0,True,0.29425,,,1.0,1.110070978974961,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00095192.
ntsn_p5_moderate_balanced,4000,151,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,29.136241514002904,kmeans,-8.263795046220181,0.0001563424039563,6.0,12.0,True,0.28825,,,1.0,1.3496212473082794,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.126394.
ntsn_p5_moderate_balanced,4000,151,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,29.136241514002904,kmeans,-8.263795046220181,0.0001563424039563,6.0,12.0,True,0.28825,,,1.0,1.2757679250189726,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.108039.
ntsn_p5_moderate_balanced,4000,151,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,29.136241514002904,kmeans,-8.263795046220181,0.0001563424039563,6.0,12.0,True,0.28825,,,1.0,1.0432810435842144,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0096377.
ntsn_p5_moderate_balanced,4000,152,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,32.037918179063126,kmeans,-8.289458981188924,0.0016225355634844,10.0,12.0,True,0.30125,,,1.0,1.328276101221077,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000255755.
ntsn_p5_moderate_balanced,4000,153,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,26.93087634199765,kmeans,-8.284941190271143,4.851924962423482e-05,11.0,12.0,True,0.29425,,,1.0,1.0077956206751304,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-3.06608e-05.
ntsn_p5_moderate_balanced,4000,155,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,29.270529562956654,kmeans,-8.274488660296555,0.0001943876180927,10.0,12.0,True,0.29375,,,1.0,1.2555183544632171,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0016557.
ntsn_p5_moderate_balanced,4000,155,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,29.270529562956654,kmeans,-8.274488660296555,0.0001943876180927,10.0,12.0,True,0.29375,,,1.0,1.1097957529498292,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000589221.
ntsn_p5_moderate_balanced,4000,156,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,28.537058563088067,kmeans,-8.290373813962683,0.0002616641931645,6.0,12.0,True,0.30025,,,1.0,1.0434062332441176,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00539528.
ntsn_p5_moderate_balanced,4000,158,fit_or_naive_failed,fit,,,,,,,,,,,,,27.108963254024275,,,,,,,,,,,,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000183745.
ntsn_p5_moderate_balanced,4000,165,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,26.40172748093028,gmm,-8.34957377366118,0.0001140938325185,9.0,12.0,True,0.30125,,,1.0,1.8055263639625336,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000371105.
ntsn_p5_moderate_balanced,4000,165,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,26.40172748093028,gmm,-8.34957377366118,0.0001140938325185,9.0,12.0,True,0.30125,,,1.0,2.149904226241073,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0015214.
ntsn_p5_moderate_balanced,4000,165,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,26.40172748093028,gmm,-8.34957377366118,0.0001140938325185,9.0,12.0,True,0.30125,,,1.0,2.325256513697167,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.00200692.
ntsn_p5_moderate_balanced,4000,170,corrected_raw_failed,corrected_raw,0.75,,,,,,,,,,,,28.39916688203812,kmeans,-8.330220692505224,0.0023604552676328,10.0,12.0,True,0.29825,,,1.0,1.8833880021581637,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.0026977.
ntsn_p5_moderate_balanced,4000,170,corrected_raw_failed,corrected_raw,1.0,,,,,,,,,,,,28.39916688203812,kmeans,-8.330220692505224,0.0023604552676328,10.0,12.0,True,0.29825,,,1.0,1.648883113836582,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000894921.
ntsn_p5_moderate_balanced,4000,170,corrected_raw_failed,corrected_raw,1.5,,,,,,,,,,,,28.39916688203812,kmeans,-8.330220692505224,0.0023604552676328,10.0,12.0,True,0.29825,,,1.0,1.2589811162134712,LinAlgError: Estimated positive curvature is not positive definite: minimum eigenvalue=-0.000254942.
