coordinate_0,coordinate_1,coordinate_2,coordinate_3,coordinate_4,coordinate_5,coordinate_6,coordinate_7,coordinate_8,coordinate_9,coordinate_10,coordinate_11,coordinate_12,objective,fit_initialization,fit_objective_gap,fit_admissible_candidates,fit_total_candidates,fit_selected_admissible,fit_minimum_weight
-0.00984007939814524,-2.126112835227832,-2.1259711479867653,-0.00017364173508599006,0.24893396065020512,-0.034089304825741684,2.1248350518317913,2.1279473882130526,-0.0047388486908735376,-0.14822143864814058,-0.00905463413020261,3.000245138844754,-2.031243955170056,-3.2548141556101844,kmeans,0.027717412994211266,4,4,True,0.49754
-0.0024800012710838315,-2.1164027809772983,-2.1204226023106774,-0.0003343597633346318,0.24977666846651098,-0.035693835812648345,2.110979899715781,2.1116975424362248,0.008622242917885624,-0.14860319350338225,-0.017489236996587873,3.043377848573201,-1.9819094675358047,-3.2570326135833003,kmeans,0.02775145765553466,4,4,True,0.49938
-0.007080029574798474,-2.122000061089873,-2.1310936229519726,-0.006889282904038331,0.23969371697294617,-0.018870309125892024,2.123510369962965,2.11790123755685,-2.473187833431492e-05,-0.1504097641206769,-0.0078210942457821,2.9193579673754173,-1.927832297063882,-3.265590877947981,kmeans,0.0,4,4,True,0.49823
0.008120044616051869,-2.1109615708629863,-2.1130881938820463,-0.0014951214522884429,0.25142935946726036,-0.03131860650254909,2.1150813942607316,2.1195927914947044,0.0026061383241539485,-0.15635381201514192,-0.014966551822349725,3.028045066980381,-1.9913166667146887,-3.258436183588215,kmeans,0.0,4,4,True,0.49797
-0.0040400054949520925,-2.1187237246324155,-2.115955800325434,-0.0014421650481116943,0.24587701254383398,-0.033833796758877745,2.11956761728936,2.1188486077890785,0.0037042703855471046,-0.14949526153267256,-0.007551977611409002,3.0442789412449427,-2.0358589658856703,-3.2591282556516146,kmeans,0.02715383858166609,4,4,True,0.49899
0.0020000006666669456,-2.116121201370285,-2.114637835267107,-0.003439051211468123,0.2518213171789077,-0.0347960144012591,2.1321283276487746,2.1271668045617225,-0.007301940745091248,-0.14900089673314046,-0.0076773367359227835,2.9823434605877495,-2.031696811471204,-3.2540759641483876,kmeans,0.026879608780400854,4,4,True,0.4995
0.009280066599089531,-2.1171382829311747,-2.115838376780326,-0.00446755711031167,0.25886368489759837,-0.035461836419316155,2.1238835543614094,2.117745812004827,-8.714859037625702e-05,-0.15688306568666363,-0.01296169202809494,3.0167128670363663,-2.0056584534852364,-3.254731230987307,kmeans,0.0,4,4,True,0.49768
0.0006800000262027206,-2.122802736756393,-2.121777879028331,0.0001338789463647601,0.24934360223083427,-0.029615918104223614,2.133328203075201,2.1283486953413786,0.0008297070208961189,-0.1534160911445232,-0.01117431534525543,2.964663555101915,-2.005274397106577,-3.2613102904041007,kmeans,0.0,4,4,True,0.49983
-0.0038000045726765963,-2.117505934154174,-2.1265081285112597,-0.00012210896198606812,0.24912350554078552,-0.03437353704396228,2.11989723984785,2.1202478898240096,-0.00013439189511704172,-0.14590552964531214,-0.013041196855300943,3.0227435237053104,-2.002348380145681,-3.255683975042135,kmeans,0.027610223080267282,4,4,True,0.49905
-0.00648002267495873,-2.1282883425293235,-2.118663310186964,-0.002425307833391155,0.24681726765049994,-0.03281180974613715,2.1207607942635947,2.1251410634469945,0.0028382537627996813,-0.14862569227689978,-0.00451467421210076,3.0498021122925363,-2.0424054797335165,-3.2597229267715035,kmeans,0.0,4,4,True,0.49838
